case:concept:name,concept_A_ACCEPTED,concept_A_ACTIVATED,concept_A_APPROVED,concept_A_CANCELLED,concept_A_DECLINED,concept_A_FINALIZED,concept_A_PARTLYSUBMITTED,concept_A_PREACCEPTED,concept_A_REGISTERED,concept_A_SUBMITTED,concept_O_ACCEPTED,concept_O_CANCELLED,concept_O_CREATED,concept_O_DECLINED,concept_O_SELECTED,concept_O_SENT,concept_O_SENT_BACK,concept_W_Afhandelen leads,concept_W_Beoordelen fraude,concept_W_Completeren aanvraag,concept_W_Nabellen incomplete dossiers,concept_W_Nabellen offertes,concept_W_Valideren aanvraag,concept_W_Wijzigen contractgegevens
174496,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0
174499,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
174502,1,1,1,0,0,1,1,1,1,1,1,1,2,0,2,2,1,0,0,3,0,26,3,0
174505,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,3,0,5,5,0
174508,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,3,0,5,3,0
174511,1,1,1,0,0,1,1,1,1,1,1,1,2,0,2,2,1,0,0,3,0,48,5,0
174514,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174517,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,29,0,36,0,0
174520,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174523,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174526,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
174529,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,11,0,5,11,0
174532,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
174535,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,3,0,7,3,0
174538,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,3,0,7,9,0
174541,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,3,0,7,0,21,0,0
174544,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174547,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,5,0,9,0,26,0,0
174559,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,3,0,3,23,11,8,0
174562,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,3,0,3,0,3,5,0
174565,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,3,0,3,0,11,0,0
174568,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,3,0,3,0,21,0,0
174571,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,3,0,5,0,0
174574,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
174577,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,9,34,9,9,0
174599,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174602,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,3,0,3,0,3,3,0
174605,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,3,0,7,3,0
174608,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0
174611,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0
174614,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,5,0,24,0,0
174617,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174620,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,3,0,11,3,0
174623,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
174626,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0
174629,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,3,0,5,7,0
174632,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174635,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,3,0,7,5,0
174638,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,5,0,8,0,0
174641,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174644,1,0,0,1,0,1,1,1,0,1,0,2,2,0,2,2,0,0,0,3,0,34,0,0
174647,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
174650,1,1,1,0,0,1,1,1,1,1,1,2,3,0,3,3,1,0,0,9,3,12,7,0
174653,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,3,0,9,7,0
174656,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,3,11,5,8,0
174659,1,1,1,0,0,1,1,1,1,1,1,1,2,0,2,2,1,3,0,3,5,14,10,0
174662,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174665,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
174668,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0
174671,1,0,0,1,0,1,1,1,0,1,0,2,2,0,2,2,0,0,0,23,0,13,0,0
174674,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174677,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174680,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174683,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,24,0,0,0,0
174686,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,5,0,7,3,0
174689,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,3,0,36,0,0,0,0
174692,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174695,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,11,0,5,0,0
174698,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174701,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174704,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174707,1,0,0,0,1,1,1,1,0,1,0,1,2,1,2,2,1,0,0,7,0,16,3,0
174710,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,28,0,0,0,0
174713,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0
174716,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,0
174719,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,3,3,0,5,6,0
174722,1,1,1,0,0,1,1,1,1,1,1,2,3,0,3,3,1,0,0,3,0,29,3,0
174725,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174728,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
174731,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0
174734,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0
174737,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,3,0,15,0,9,0,0
174740,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,3,0,26,0,0
174743,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0
174746,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0
174749,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,3,0,23,3,0
174752,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,5,0,5,3,0
174755,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0
174758,1,1,1,0,0,1,1,1,1,1,1,1,2,0,2,2,1,0,0,3,9,6,10,0
174761,1,1,1,0,0,1,1,1,1,1,1,2,3,0,3,3,1,0,0,5,3,8,3,0
174764,1,1,1,0,0,1,1,1,1,1,1,2,3,0,3,3,1,0,0,15,3,8,3,0
174767,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,21,0,0,0,0
174770,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0
174773,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,5,0,9,3,0
174776,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174779,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,5,0,5,3,0
174782,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
174785,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,3,0,9,14,7,6,0
174788,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174791,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174794,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
174797,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174800,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,5,0,5,3,0
174803,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174806,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,46,0,0,0,0
174809,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174812,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174815,1,1,1,0,0,1,1,1,1,1,1,2,3,0,3,3,1,3,0,3,6,12,8,0
174818,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,3,0,38,0,0
174821,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0
174824,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,5,7,7,6,0
174827,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,5,0,3,0,0
174830,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174833,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174836,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
174839,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174842,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174845,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,9,9,11,6,0
174848,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,5,0,5,3,0
174851,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,5,19,13,18,0
174854,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,14,0,0,0,0
174857,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,3,0,11,0,0,0,0
174860,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,3,0,7,0,0,0,0
174863,1,1,1,0,0,1,1,1,1,1,1,1,2,0,2,2,1,0,0,5,0,12,3,0
174866,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174869,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,26,0,0,0,0
174872,1,0,0,0,1,1,1,1,0,1,0,2,3,1,3,3,2,0,0,3,54,9,6,0
174875,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,5,0,3,3,0
174878,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,7,0,5,3,0
174881,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,3,0,18,0,0
174884,1,0,0,1,0,1,1,1,0,1,0,3,3,0,3,3,0,0,0,7,0,22,0,0
174887,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174890,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0
174893,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0
174896,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,13,11,3,12,0
174899,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174902,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,3,0,5,0,0,0,0
174905,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,3,0,11,7,0
174908,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0
174911,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,7,0,5,3,0
174914,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,3,0,9,0,0
174917,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,3,0,7,0,14,0,0
174920,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,3,0,3,0,13,3,0
174923,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,3,0,5,7,5,6,0
174926,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,3,5,7,10,0
174929,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,3,0,5,3,0
174932,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,3,0,9,0,0,0,0
174935,1,1,1,0,0,1,1,1,1,1,1,1,2,0,2,2,1,0,0,5,9,8,6,0
174938,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,7,3,17,6,0
174941,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0
174944,1,1,1,0,0,1,1,1,1,1,1,1,2,0,2,2,2,0,0,5,49,5,11,0
174947,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,3,0,7,0,5,0,0
174950,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0
174953,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,3,0,3,3,0
174956,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
174959,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,7,0,24,0,0
174962,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,9,3,11,10,0
174965,1,1,1,0,0,1,1,1,1,1,1,1,2,0,2,2,1,0,0,7,0,28,5,0
174968,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,5,0,11,0,7,9,0
174979,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,5,0,19,0,0
174982,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0
174985,1,0,0,1,0,1,1,1,0,1,0,2,2,0,2,2,0,0,0,3,0,8,0,0
174988,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174991,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0
174994,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
174997,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0
175000,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0
175003,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175006,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175009,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175012,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0
175015,1,0,0,1,0,1,1,1,0,1,0,2,2,0,2,2,1,0,0,7,21,6,3,0
175018,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,3,0,3,0,5,3,0
175021,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175024,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,20,0,0,0,0
175027,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,3,3,5,0,5,12,0
175030,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175033,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
175036,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175039,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,3,0,28,0,0
175042,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
175045,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,7,0,3,5,0
175048,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,3,0,24,0,0,0,0
175051,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175054,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,3,0,3,0,11,3,0
175057,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
175060,1,1,1,0,0,1,1,1,1,1,1,1,2,0,2,2,1,0,0,5,0,26,7,0
175063,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
175066,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
175069,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175072,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175075,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,3,0,5,0,0,0,0
175078,1,0,0,0,1,1,1,1,0,1,0,1,2,1,2,2,1,0,0,9,24,12,9,0
175081,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,3,5,15,10,0
175084,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175087,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
175090,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175093,1,0,0,0,1,1,1,1,0,1,0,1,2,1,2,2,1,3,0,3,0,42,3,0
175096,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,3,0,68,0,0,0,0
175099,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,3,3,7,10,0
175102,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
175105,1,1,1,0,0,1,1,1,1,1,1,1,2,0,2,2,1,0,0,3,0,10,3,0
175108,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
175111,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0
175114,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,3,0,5,3,0
175117,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
175120,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,22,0,0,0,0
175123,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175126,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
175129,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175132,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
175135,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,27,0,0,0,0
175138,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175141,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,5,0,5,0,0
175144,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175147,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,3,21,5,8,0
175150,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
175153,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,7,0,3,3,0
175156,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0
175159,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
175162,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,5,0,3,3,0
175165,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175168,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
175171,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,32,0,0,0,0
175174,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,3,0,15,0,0,0,0
175177,1,1,1,0,0,1,1,1,1,1,1,1,2,0,2,2,1,5,0,11,0,12,3,0
175180,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,5,5,7,8,0
175183,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,5,0,9,5,0
175186,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0
175189,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,3,0,5,0,0,0,0
175192,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,3,21,5,8,0
175195,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,19,0,17,0,0
175198,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,0
175201,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
175204,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,5,7,3,6,0
175219,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0
175222,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175225,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
175228,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
175231,1,0,0,1,0,1,1,1,0,1,0,2,2,0,2,2,0,0,0,11,0,39,0,0
175234,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,25,0,21,0,0
175239,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,3,0,17,0,0
175242,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175245,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
175248,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,3,0,3,11,3,6,0
175251,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,5,0,5,0,0
175254,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,1,0,0,5,13,17,3,0
175257,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
175260,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,3,0,15,0,0,0,0
175263,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,7,0,7,0,7,0,0
175266,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,3,0,3,0,5,3,0
175269,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175272,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175275,1,0,0,1,0,1,1,1,0,1,0,2,2,0,2,2,0,3,0,3,0,40,0,0
175278,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,3,0,7,0,0
175281,1,1,1,0,0,1,1,1,1,1,1,1,2,0,2,2,1,3,0,5,14,26,9,0
175284,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
175287,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,3,0,7,0,15,5,0
175290,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175293,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,3,13,15,8,0
175296,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175299,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0
175302,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,3,0,7,3,0
175305,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,5,0,13,3,0
175308,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175311,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,3,31,3,16,0
175314,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
175317,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175320,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175323,1,1,1,0,0,1,1,1,1,1,1,1,2,0,2,2,1,3,0,3,0,14,9,0
175326,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175329,1,1,1,0,0,1,1,1,1,1,1,2,3,0,3,3,1,3,0,3,16,20,8,0
175332,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,3,0,7,0,17,0,0
175335,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,5,0,5,11,5,6,0
175338,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,5,0,22,0,0
175341,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,0
175344,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,5,3,13,6,0
175347,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,3,0,3,0,5,5,0
